Movie Title,Year of Realease,Genre,Movie Rating,Duration,Gross,Worldwide LT Gross,Metascore,Votes,Logline
The X Files,1998,"Drama,Mystery,Sci-Fi",7.0,121,$83.90M,"$189,176,423",60,"106,169",Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.
Xin hua lu fang,2014,"Comedy,Drama,Romance",6.4,116,$0.77M,"$189,017,596",******,"1,664","Recently cuckolded and reeling from a messy divorce, a hapless former singer hits the road and the bar with his all-too-helpful best bud."
Rambo III,1988,"Action,Adventure,Thriller",5.8,102,$53.72M,"$189,015,611",36,"131,800",Rambo mounts a one-man mission to rescue his friend Colonel Trautman from the clutches of the formidable invading Soviet forces in Afghanistan.
The Secret Life of Walter Mitty,2013,"Adventure,Comedy,Drama",7.3,114,$58.24M,"$188,133,322",54,"317,252","When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."
Mou seung,2018,"Action,Crime,Mystery",6.8,130,******,"$188,116,796",******,"4,600","Hong Kong police are hunting a counterfeiting gang led by a mastermind code-named ""Painter"". In order to crack this true identity, the police recruit gang member Lee Man to unmask ""Painter's"" secret identity."
Jaws 2,1978,"Adventure,Horror,Thriller",5.8,116,$102.92M,"$187,884,007",51,"78,895",Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.
12 Years a Slave,2013,"Biography,Drama,History",8.1,134,$56.67M,"$187,733,202",96,"697,506","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
Heat,1995,"Action,Crime,Drama",8.3,170,$67.44M,"$187,436,818",76,"650,648",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.
Mr. Popper's Penguins,2011,"Comedy,Family,Fantasy",6.0,94,$68.22M,"$187,361,754",53,"97,778","The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel."
The Grudge,2004,"Horror,Mystery,Thriller",5.9,91,$110.36M,"$187,281,115",49,"145,321","An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim."
I Now Pronounce You Chuck & Larry,2007,"Comedy,Romance",5.9,115,$120.06M,"$187,134,117",37,"148,092","Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits."
The Horse Whisperer,1998,"Drama,Romance,Western",6.7,169,$75.38M,"$186,883,563",65,"41,578",The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.
Walk the Line,2005,"Biography,Drama,Music",7.8,136,$119.52M,"$186,797,986",72,"251,365","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
Jian bing xia,2015,Comedy,5.6,113,******,"$186,699,768",******,"1,235","A story of a disgraced actor struggling to find a way back to the top, finding the meaning of true friends on the way."
The Jungle Book 2,2003,"Animation,Adventure,Comedy",5.3,72,$47.89M,"$186,303,759",38,"16,595","Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild."
The Final Destination,2009,"Horror,Thriller",5.1,82,$66.48M,"$186,167,139",30,"106,590",A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.
Atlantis: The Lost Empire,2001,"Animation,Action,Adventure",6.9,95,$84.05M,"$186,053,725",52,"120,319",A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.
Inside Man,2006,"Crime,Drama,Mystery",7.6,129,$88.51M,"$186,003,591",76,"372,552","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
The Waterboy,1998,"Comedy,Sport",6.1,90,$161.49M,"$185,991,646",41,"164,784",A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
Hugo,2011,"Adventure,Drama,Family",7.5,126,$73.86M,"$185,770,310",83,"323,110","In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton."
Pitch Perfect 3,2017,"Comedy,Music",5.8,93,$104.90M,"$185,400,345",40,"64,635","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices."
Watchmen,2009,"Action,Drama,Mystery",7.6,162,$107.51M,"$185,382,813",56,"550,223","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
The Birdcage,1996,Comedy,7.2,117,$124.06M,"$185,260,553",72,"90,410",A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.
Moulin Rouge!,2001,"Drama,Musical,Romance",7.6,127,$57.39M,"$184,935,320",66,"285,299",A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.
Snow White and the Seven Dwarfs,1937,"Animation,Adventure,Family",7.6,83,$184.93M,"$184,925,486",95,"199,508","Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
Hop,2011,"Animation,Adventure,Comedy",5.4,95,$108.09M,"$184,367,145",41,"34,659","E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car."
Bad Moms,2016,Comedy,6.2,100,$113.26M,"$183,936,074",60,"125,657","When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence."
Jupiter Ascending,2015,"Action,Adventure,Sci-Fi",5.3,127,$47.39M,"$183,887,723",40,"188,877",A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.
Knowing,2009,"Action,Mystery,Sci-Fi",6.2,121,$79.96M,"$183,658,498",41,"235,104",M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.
102 Dalmatians,2000,"Adventure,Comedy,Family",4.8,100,$66.96M,"$183,611,771",35,"37,736",Cruella DeVil gets out of prison and goes after the puppies once more.
Storks,2016,"Animation,Adventure,Comedy",6.8,87,$72.68M,"$183,510,278",56,"62,604","Storks have moved on from delivering babies to packages. But when an order for a baby appears, the best delivery stork must scramble to fix the error by delivering the baby."
Stand by Me Doraemon,2014,"Animation,Comedy,Drama",7.3,95,******,"$183,442,714",******,"8,191",What will happen to Nobita's life after Doraemon leaves?
Paul Blart: Mall Cop,2009,"Action,Comedy,Crime",5.2,91,$20.82M,"$183,348,429",39,"110,992","When a shopping mall is taken over by a gang of organized crooks, it's up to a mild-mannered security guard to save the day."
Wayne's World,1992,"Comedy,Music",7.0,94,$121.70M,"$183,097,323",57,"157,683",Two slacker friends try to promote their public-access cable show.
Maverick,1994,"Action,Adventure,Comedy",7.0,127,$101.63M,"$183,031,272",62,"112,377","Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief."
Mirror Mirror,2012,"Adventure,Comedy,Drama",5.6,106,$64.94M,"$183,018,522",46,"88,106",An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.
The Man in the Iron Mask,1998,"Action,Adventure,Drama",6.5,132,$56.97M,"$182,968,902",48,"168,134",The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?
Cape Fear,1991,"Crime,Thriller",7.3,128,$79.10M,"$182,291,969",73,"195,086","A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him."
The Haunted Mansion,2003,"Comedy,Family,Fantasy",5.1,99,$75.85M,"$182,290,266",34,"49,475","A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected."
Xi you ji: Da nao tian gong,2014,"Action,Adventure,Family",4.9,119,$0.71M,"$182,206,924",******,"5,111",A monkey born from heavenly stone acquires supernatural powers and must battle the armies of both gods and demons to find his place in the heavens.
While You Were Sleeping,1995,"Comedy,Drama,Romance",6.7,103,$81.06M,"$182,057,016",67,"103,474",A hopelessly romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.
The Bridges of Madison County,1995,"Drama,Romance",7.6,135,$71.52M,"$182,016,617",69,"82,009",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
Du cheng feng yun III,2016,"Comedy,Drama",2.5,113,******,"$181,732,879",******,"3,250","Ken is holding a wedding ceremony in Macau for her daughter, Rainbow, who is marrying his protege, Vincent. Ken's best buddies, Vic and Mark, are invited to the wedding. On the wedding day ...                See full summary »"
Poseidon,2006,"Action,Adventure,Thriller",5.7,98,$60.67M,"$181,674,817",50,"105,442","On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship."
The First Wives Club,1996,Comedy,6.4,103,$105.49M,"$181,489,203",58,"49,703","Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women."
Xuan ya zhi shang,2021,"Crime,Drama,Thriller",6.6,120,$0.15M,"$181,325,565",******,"2,250","In the puppet state of Manchukuo in the 1930s, four Communist party special agents, after returning to China, embark on a secret mission. Sold out by a traitor, the team find themselves surrounded by threats on all sides."
Scooby-Doo 2: Monsters Unleashed,2004,"Adventure,Comedy,Family",5.1,93,$84.22M,"$181,239,132",34,"57,979",The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.
Hot Shots!,1991,"Action,Comedy",6.7,84,$69.47M,"$181,096,164",61,"108,955",A parody of Top Gun (1986) in which a talented but unstable fighter pilot must overcome the ghosts of his father and save a mission sabotaged by greedy weapons manufacturers.
Road to Perdition,2002,"Crime,Drama,Thriller",7.7,117,$104.45M,"$181,001,478",72,"268,139","A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
Kill Bill: Vol. 1,2003,"Action,Crime,Drama",8.2,111,$70.10M,"$180,906,076",69,"1,106,348","After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
Abominable,2019,"Animation,Adventure,Comedy",7.0,97,$60.72M,"$180,734,901",61,"38,652",Three teenagers must help a Yeti return to his family while avoiding a wealthy man and a zoologist who want him for their own needs.
The Scorpion King,2002,"Action,Adventure,Fantasy",5.5,92,$91.05M,"$180,630,907",45,"139,017","A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown."
Sweet Home Alabama,2002,"Comedy,Romance",6.2,108,$127.22M,"$180,622,424",45,"114,304",A young woman who has reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband after seven years of separation.
